id,display_name,class,spec,provenance,defined,registered,implementation_class,implementation_category,configured_spell_category,configured_spell_category_reason,unlock_level,active_kit,balance_entry,spell_school,combo_reference,targeting,cooldown,effective_cost,damage,healing,cc,mobility,summon,delayed,projectile,scaling_path,regression_coverage,definition_location,registration_location
hurricane,Hurrikán,druid,lunar,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,33,lunar,yes,class default / primordial,,AOE,90,60,3,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:760,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:760
icy_touch,Jeges Érintés,death_knight,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,11,frost,yes,class default / primordial,,TARGET,35,35,3,,"SLOWNESS,FREEZE",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:909,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:909
immolate,Felgyújtás,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,11,destruction,yes,class default / primordial,fire-chain,TARGET,30,35,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1375,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1375
immolation_aura,Lángaura,demon_hunter,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,11,vengeance,yes,class default / primordial,,AOE,45,40,3,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1427,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1427
imp_swarm,Imp-raj,warlock,demonologist,SPEC,yes,yes,SummonMinionsSpell,summon,,,27,demonologist,yes,class default / primordial,,implementation-defined,180,60,,,,,yes,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:156,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:156
incarnation_bear,Megtestesülés: Medve,druid,ironbark,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,ironbark,yes,class default / primordial,,SELF,300,150,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1547,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1547
incinerate,Elhamvasztás,warlock,destruction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,28,destruction,yes,class default / primordial,,TARGET,20,30,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1407,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1407
inner_focus,Belso Fokusz,warrior,,BASE,yes,yes,InnerFocusSpell,stateful,,,10,,yes,class default / primordial,,implementation-defined,480,20,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/InnerFocusSpell.java:21,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:768
intimidate,Megfélemlítés,warrior,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,22,,yes,class default / primordial,,AOE,120,6,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:250,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:250
invoke_niuzao,Niuzao Megidézése,monk,brewmaster,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,brewmaster,yes,class default / primordial,,AOE,300,150,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1300,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1300
iron_bark,Vaskéreg,druid,ironbark,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,30,ironbark,yes,class default / primordial,,SELF,60,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1533,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1533
iron_bastion,Vasbástya,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,34,,yes,class default / primordial,,SELF,150,7,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:478,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:478
iron_skin,Vasbőr,warrior,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,20,,yes,class default / primordial,,SELF,150,8,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:246,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:246
ironskin_brew,Vasbőr Sör,monk,brewmaster,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,33,brewmaster,yes,class default / primordial,,SELF,90,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1296,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1296
judgment,Ítélet,paladin,retribution,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,27,retribution,yes,class default / primordial,holy-verdict,TARGET,30,40,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:861,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:861
keg_smash,Hordócsapás,monk,brewmaster,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,25,brewmaster,yes,class default / primordial,,AOE,25,4,4,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1272,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1272
king_of_beasts,Vadak Ura,archer,beast_master,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,beast_master,yes,class default / primordial,,AOE,300,10,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:571,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:571
kneecap,Térdlövés,archer,sharpshooter,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,34,,yes,class default / primordial,,TARGET,45,5,2,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:523,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:523
last_rites,Utolsó Kenet,priest,bone_priest,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,45,bone_priest,yes,class default / primordial,,AOE,240,90,,8.0,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1042,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1042
last_stand,Végső Ellenállás,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,guardian,yes,class default / primordial,,SELF,300,10,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:497,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:497
lava_burst,Lávakitörés,shaman,elemental,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,elemental,yes,class default / primordial,"elemental-overload,lava-flare",TARGET,25,40,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1139,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1139
lava_lash,Lávacsapás,shaman,enhancement,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,27,enhancement,yes,class default / primordial,,TARGET,25,3,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1175,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1175
lay_on_hands,Kézrátétel,paladin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,21,holy,yes,class default / primordial,,SELF,150,70,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:799,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:799
leeching_ray,Szívó Sugár,priest,bone_priest,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/healing primitive; no persistent/scheduled lifecycle,27,bone_priest,yes,arnyek,,TARGET,30,3,4.0,3.0,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1022,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1022
leg_sweep,Lábseprés,monk,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,21,,yes,class default / primordial,,AOE,60,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1227,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1227
legion,A Légió,warlock,demonologist,SPEC,yes,yes,SummonMinionsSpell,summon,,,45,demonologist,yes,class default / primordial,,implementation-defined,300,110,,,,,yes,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:168,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:168
levitate,Lebegés,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,21,,yes,class default / primordial,,SELF,45,3,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1325,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1325
life_cocoon,Életgubó,monk,mistweaver,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,42,mistweaver,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1599,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1599
life_drain,Életszívás,wizard,necromancer,SPEC,yes,yes,LifeDrainSpell,dedicated,,,25,necromancer,yes,arnyek,,implementation-defined,60,20,4.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/LifeDrainSpell.java:16,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:783
lifebloom,Életvirágzás,druid,restoration,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,33,restoration,yes,class default / primordial,,AOE,45,5,,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1559,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1559
lightning_bolt,Villámnyíl,shaman,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,2,elemental,yes,class default / primordial,,TARGET,20,30,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1102,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1102
lightning_shield,Villámpajzs,shaman,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,13,,yes,class default / primordial,,SELF,90,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1123,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1123
living_flame,Lánggolyó,evoker,,BASE,yes,yes,LivingFlameSpell,dedicated,,,2,devastation,yes,tuz,,implementation-defined,20,35,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/LivingFlameSpell.java:19,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:800
lucky_star,Szerencsecsillag,wizard,elementalist,SPEC,yes,yes,LuckyStarSpell,stateful,,,30,,yes,class default / primordial,,implementation-defined,0,0,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/LuckyStarSpell.java:23,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:778
lunar_blessing,Hold Áldása,druid,lunar,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,AOE,120,6,,2,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:768,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:768
magma_servant,Magma-szolga,warlock,demonologist,SPEC,yes,yes,SummonMinionsSpell,summon,,,30,demonologist,yes,class default / primordial,,implementation-defined,200,70,,,,,yes,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:162,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:162
malefic_grasp,Ártó Markolat,warlock,affliction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,30,affliction,yes,class default / primordial,,TARGET,30,40,5,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1391,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1391
mana_dart,Mana Nyíl,wizard,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,3,,yes,class default / primordial,,TARGET,10,8,3,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:199,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:199
mangle,Roncsolás,druid,ironbark,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,ironbark,yes,class default / primordial,,TARGET,20,3,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1537,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1537
marrowrend,Velőtörés,death_knight,blood,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,27,blood,yes,class default / primordial,,TARGET,30,4,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:933,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:933
masterful_shot,Mesterlövés,archer,sharpshooter,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,sharpshooter,yes,class default / primordial,,TARGET,300,80,12,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:541,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:541
maul,Marás,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,30,feral,yes,class default / primordial,,TARGET,30,4,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:714,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:714
metamorphosis_havoc,Átváltozás,demon_hunter,havoc,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,39,,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1447,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1447
metamorphosis_veng,Átváltozás (Bosszú),demon_hunter,vengeance,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,39,,yes,class default / primordial,,SELF,150,7,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1469,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1469
miasma,Miazma,assassin,plaguebringer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,33,plaguebringer,yes,termeszet,,AOE,60,45,3.0,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1062,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1062
mind_blast,Elmerobbantás,priest,,BASE,yes,yes,MindBlastSpell,stateful,,,13,shadow,yes,osmagia,"holy-mind,holy-trinity",implementation-defined,40,40,6,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/MindBlastSpell.java:27,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:801
mind_flay,Elme Ostor,priest,shadow,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,25,shadow,yes,class default / primordial,,TARGET,20,30,4,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1349,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1349
mind_sear,Elmeperzselés,priest,shadow,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,33,,yes,class default / primordial,,AOE,60,55,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1355,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1355
moonfire,Holdtűz,druid,lunar,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,lunar,yes,class default / primordial,lunar-eclipse,TARGET,20,30,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:748,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:748
multishot,Sortűz,archer,,BASE,yes,yes,MultishotSpell,projectile,,,8,"beast_master,sharpshooter",yes,class default / primordial,,implementation-defined,45,5,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/MultishotSpell.java:16,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:780
natures_cure,Természet Gyógyíre,druid,restoration,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,SELF,60,50,,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1563,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1563
numbing_agent,Zsibbasztószer,assassin,poisoner,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,29,poisoner,yes,class default / primordial,,TARGET,60,5,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:590,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:590
obliterate,Megsemmisítés,death_knight,frost,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,frost,yes,class default / primordial,deathfrost,TARGET,20,3,8,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:958,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:958
obsidian_scales,Obszidián Pikkelyek,evoker,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,17,,yes,class default / primordial,,SELF,90,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1489,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1489
outbreak,Járvány,death_knight,unholy,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,27,unholy,yes,termeszet,,AOE,45,40,3.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:998,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:998
pain_suppression,Fájdalomtompítás,priest,discipline,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,33,,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1335,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1335
panda_guard,Pandaőrség,archer,beast_master,SPEC,yes,yes,SummonMinionsSpell,summon,,,35,,yes,class default / primordial,,implementation-defined,240,8,,,,,yes,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:176,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:176
paralytic_strike,Bénító Csapás,assassin,poisoner,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,37,poisoner,yes,class default / primordial,,TARGET,75,6,2,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:601,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:601
penance,Vezeklés,priest,discipline,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/healing primitive; no persistent/scheduled lifecycle,28,discipline,yes,class default / primordial,,TARGET,35,45,5,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1333,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1333
perfect_focus,Tökéletes Fókusz,archer,sharpshooter,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,39,sharpshooter,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:532,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:532
phantom_grip,Fantomszorítás,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,TARGET,75,3,3,,LEVITATION,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:653,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:653
phase_blink,Fázisugrás,assassin,phantom,SPEC,yes,yes,BlinkSpell,dedicated,,,27,phantom,yes,class default / primordial,,implementation-defined,45,5,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:630,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:630
piercing_bolt,Átütő Lövedék,archer,,BASE,yes,yes,ProjectileBurstSpell,projectile,,,10,sharpshooter,yes,class default / primordial,,implementation-defined,35,25,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:267,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:267
pillar_of_frost,Fagyoszlop,death_knight,frost,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,SELF,90,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:970,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:970
